2025-08-16 15:46:24 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:47:07 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:48:22 | INFO     | voice_assistant.database | handle_passthru:517 | ✍️ Passthru: Updating database for CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:24 | INFO     | voice_assistant.database | handle_passthru:527 | ✅ Passthru: Database updated successfully for CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:24 | INFO     | voice_assistant.database | old_websocket_endpoint:1220 | Looking up customer data by CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:24 | INFO     | voice_assistant.database | old_websocket_endpoint:1237 | Looking up call session in database by CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:25 | INFO     | voice_assistant.database | old_websocket_endpoint:1254 | ✅ Found customer in database: Kushal
2025-08-16 15:51:27 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:52:45 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:53:00 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:53:26 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:54:36 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:54:56 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:55:08 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:57:01 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 15:57:47 | INFO     | voice_assistant.database | handle_passthru:517 | ✍️ Passthru: Updating database for CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:49 | INFO     | voice_assistant.database | handle_passthru:527 | ✅ Passthru: Database updated successfully for CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:49 | INFO     | voice_assistant.database | old_websocket_endpoint:1239 | Looking up customer data by CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:49 | INFO     | voice_assistant.database | old_websocket_endpoint:1256 | Looking up call session in database by CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:50 | INFO     | voice_assistant.database | old_websocket_endpoint:1273 | ✅ Found customer in database: Kushal
2025-08-16 16:01:53 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 16:02:35 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 16:05:44 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
2025-08-16 16:06:21 | INFO     | voice_assistant.database | lifespan:54 | Database connection established
